student_id,age,gender,parental_education,study_hours_week,attendance_rate,extracurricular,sleep_hours,previous_scores,tutoring,internet_quality,family_income,health_status,final_grade,study_efficiency,sleep_quality
STD00664,1.0447120383508117,3,10,-0.023769799756435558,0.9126063397763499,5,0.046687644341693965,0.4870612885910307,3,4,-0.4720432393583496,6,0.8518224236198778,-0.3134690121467738,0.04668764434169357
STD02081,1.4793593475270983,3,11,0.5911504762275013,0.42125240689453797,3,-0.03978371582481383,2.016335940561405,5,8,-0.4720432393583496,4,1.0646477405630257,0.02196438490213046,-0.03978371582481365
STD00794,1.0447120383508117,5,11,0.9516972567504567,-1.179543387124217,3,0.18504182060810717,-1.4168195461386577,5,8,0.8081604675994651,6,0.7292458170260399,-0.04679613374391648,0.18504182060810723
STD01625,1.0447120383508117,5,8,0.6022101934214568,-0.7193535514653535,5,0.945989790073379,0.8627692542408125,3,6,-1.7522469463161643,4,1.0646477405630257,-0.0057974501718884965,0.9459897900733787
STD00882,1.4793593475270983,5,8,-0.34450159838115113,-2.5260920879657554,5,0.9373426540567285,-1.0036509622129441,3,8,-0.4720432393583496,4,-1.7909830943703537,0.014982154495802466,0.9373426540567283
STD01715,0.1754174199982383,5,8,-1.97249196933143,-1.0174900815648877,5,-0.16084362005792582,-0.6863374897579958,3,6,-0.4720432393583496,6,-2.5075847944574083,-0.021020271925919896,-0.16084362005792568
STD00660,-1.5631718167069084,5,8,-0.023769799756435558,-1.0133348686018282,5,0.38392594899107557,-0.5386985824352079,0,6,0.8081604675994651,6,-0.5557880586939816,0.29214928595611267,0.38392594899107524
STD00805,0.610064729174525,3,10,-0.7913141730169613,0.7090009045864228,5,0.6346928934739493,0.506893380619465,3,6,-1.7522469463161643,6,-0.5126841970346089,-0.034893162204867725,0.634692893473949
STD02311,-0.6938771983543349,5,11,-0.7647708517514675,0.02806538026501275,5,-0.5845532848738161,-0.8703352324662471,3,4,0.8081604675994651,6,0.23489840362011966,-0.009932364493291521,-0.5845532848738162
STD02267,-0.6938771983543349,5,11,0.9030345010970519,-2.114466303812653,3,-0.9823215416397536,0.25238153292122595,3,8,-0.4720432393583496,4,0.19314153763760297,-0.021981214851412776,-0.9823215416397539
STD01042,-1.5631718167069084,3,10,-0.32459410743203093,-0.9219201834145148,3,-0.11760793997467182,-1.4906389998000513,3,4,-1.7522469463161643,6,-0.3200638152442922,0.03854474393469596,-0.11760793997467128
STD02119,1.4793593475270983,5,9,0.3434128110828933,1.1421818559853985,3,0.7125171176238065,1.716650994353954,5,6,-0.4720432393583496,4,1.0646477405630257,0.04424925351681349,0.7125171176238067
STD02283,1.0447120383508117,3,11,-2.182626596016589,0.9053347170909944,3,0.003451964258439966,1.4588337979843102,3,4,0.8081604675994651,4,-1.0110725974710952,-0.03528348621826817,0.00345196425843996
STD02147,-0.6938771983543349,5,11,-0.10339976355291686,-0.8107682366526675,5,-1.0860871738395628,-0.1993494521708878,5,4,-1.7522469463161643,8,0.9312951685543449,0.0011532320380247248,-1.0860871738395628
STD00411,-0.25922988917804823,3,11,-0.25159997395192324,2.483276839812923,5,-1.6913866950051202,-1.4421605526194345,3,6,-0.4720432393583496,4,-0.39280158179448105,0.05453837305677895,-1.6913866950051206
STD02342,0.1754174199982383,3,9,-0.30911050336049284,-0.09503280376563146,5,0.09857046044159848,-0.831772831299847,5,4,0.8081604675994651,6,1.0484837924407606,0.011859850115072491,0.09857046044159838
STD01657,0.1754174199982383,5,8,1.230402130038141,0.5583744346755094,5,0.003451964258439966,0.587323531623671,3,6,0.8081604675994651,8,0.8895383025718282,-0.019204448657932593,0.00345196425843996
STD00235,-1.1285245075306216,3,10,0.33456503732772885,0.738087395327841,3,-0.28190352429103693,0.14661037543624306,3,6,-0.4720432393583496,6,0.762920708947424,-0.01975360780223877,-0.281903524291037
STD01105,-1.1285245075306216,3,8,0.7216551391161785,0.017157946236980647,5,0.8162827498236165,-0.9739028241702924,5,6,0.8081604675994651,6,0.6807539726592466,-0.044842770518561566,0.8162827498236163
STD01560,-0.25922988917804823,3,11,-0.023769799756435558,-0.3100650746039717,3,0.7903413417736646,-0.284186734736968,5,8,0.8081604675994651,4,0.42213080270301584,0.14188309168998287,0.7903413417736642
STD01789,-1.5631718167069084,3,11,1.0866258065167167,0.02806538026501275,3,-0.16084362005792582,-0.19163697193760768,3,6,0.8081604675994651,6,1.0646477405630257,-0.028378452101098968,-0.16084362005792568
STD00573,0.610064729174525,3,11,-0.023769799756435558,2.570276611226985,5,1.8539390718217157,-0.4428434709644417,3,6,0.8081604675994651,6,0.016685103969549565,0.2355555244792584,1.853939071821716
STD01617,-1.5631718167069084,5,8,-0.20072527485972688,1.1110177587624508,5,-0.06572512387476653,-0.9287297256610814,5,4,-1.7522469463161643,4,1.0646477405630257,0.03902965752152103,-0.06572512387476646
STD01317,1.4793593475270983,5,10,-1.6915751526049554,1.1702295434860526,5,-1.3368541183224365,-2.3885920555319364,3,6,-0.4720432393583496,6,-3.2886739125739153,-0.006086819683212741,-1.3368541183224365
STD02014,0.1754174199982383,5,10,-0.07906838572621407,0.02806538026501275,5,0.003451964258439966,0.48485772281009404,3,6,0.8081604675994651,8,-1.4313352486499704,-0.11196123808023205,0.00345196425843996
STD01581,-1.5631718167069084,3,11,0.447374152706077,-0.1324297204331688,0,-0.6018475569071173,0.2722136249496601,5,6,-0.4720432393583496,4,1.0646477405630257,-0.01736422401689302,-0.601847556907117
STD01200,0.610064729174525,5,10,-0.14763863232873947,-0.5708046880359687,5,-0.06572512387476653,7.325100392278353e-05,5,6,-0.4720432393583496,8,-0.9679687358117244,-0.025910398576388594,-0.06572512387476646
STD00814,0.610064729174525,3,10,-0.023769799756435558,-0.7609056810959505,5,-0.43755197259075146,-1.8564309194356163,5,4,0.8081604675994651,6,-0.8669440600475719,1.0701508805114852,-0.4375519725907514
STD02034,-0.25922988917804823,5,9,-0.023769799756435558,-0.46692436395947573,5,-0.6710246450403239,1.6318137117878746,3,6,-1.7522469463161643,6,1.0646477405630257,-0.9893416348416169,-0.6710246450403234
STD01818,-0.25922988917804823,3,8,-1.1540728969787084,0.02806538026501275,5,0.003451964258439966,0.4154454007105739,3,6,-0.4720432393583496,6,-0.8305751767724755,-0.03095539118358518,0.00345196425843996
STD00440,-1.1285245075306216,3,8,-0.40864795810609394,-0.2633189287695497,5,0.48769158119088546,0.03422852060844865,3,6,-0.4720432393583496,4,0.18236557222276026,-0.027078922023127568,0.4876915811908849
STD01193,0.1754174199982383,3,9,-0.023769799756435558,0.013002733273920946,5,-0.09166653192471913,-0.284186734736968,3,4,0.8081604675994651,6,1.0646477405630257,0.14188309168998287,-0.09166653192471846
STD00042,-0.6938771983543349,3,11,2.589364880245447,1.089202890706388,5,0.012099100275090665,-0.6940499699912758,5,6,-0.4720432393583496,4,0.9528470993840302,-0.02966506752603598,0.012099100275090362
STD01721,-1.1285245075306216,5,8,-1.3487239195923284,-2.3990983917822435,5,-0.031136579808163235,1.012611727344538,3,6,0.8081604675994651,4,-1.1834880441085824,-0.03643999212391633,-0.031136579808163253
STD00214,0.1754174199982383,5,10,0.11779458032619707,-0.7463624357252414,3,-0.6450832369903712,-1.452076598633652,5,6,-0.4720432393583496,8,-1.9660925323615512,-0.1989022090323722,-0.6450832369903714
STD01783,1.4793593475270983,3,10,-0.707260322342898,-1.7373807274149842,5,-0.9477329975731504,-1.1149310341502696,3,6,0.8081604675994651,6,-1.6589775180385273,-0.0037802575084959792,-0.9477329975731499
STD01214,-0.25922988917804823,5,8,0.4783413608491531,0.802493196255267,3,0.6952228455905053,-2.0106805241012173,3,4,-1.7522469463161643,6,1.0646477405630257,-0.08489418909023007,0.6952228455905051
STD00830,1.4793593475270983,3,10,-1.147437066662335,-0.2373488477504264,3,0.05533478035834456,0.49146842015290493,3,6,-0.4720432393583496,8,-2.0294013291737536,-0.031914419315257986,0.05533478035834398
STD02148,1.4793593475270983,5,9,-0.8687321933746512,1.1255610041331598,3,-0.44619910860740286,0.3482366443919912,3,6,0.8081604675994651,4,0.29281921772489944,-0.03152901635355609,-0.44619910860740264
STD00463,1.4793593475270983,5,8,0.3898636232975074,-1.3997696741663823,5,0.003451964258439966,0.20059773706920248,5,6,-0.4720432393583496,6,0.07325892239747517,-0.01868252249318601,0.00345196425843996
STD00606,-1.5631718167069084,5,10,-0.023769799756435558,-0.11788647506245976,5,-0.35108061242424354,1.3222127195662063,5,6,0.8081604675994651,6,0.624180154231321,-0.8065502903014331,-0.3510806124242434
STD02299,1.0447120383508117,3,8,-2.1029966322201075,0.5095506823595579,5,-1.1898528060393727,-0.4373345565120992,5,6,0.8081604675994651,6,-1.3235755945015415,-0.022984973765240953,-1.1898528060393732
STD02208,0.1754174199982383,3,9,-0.16754612327785967,-1.9025504426966073,5,-0.15219648404127512,0.419852532272448,3,5,0.8081604675994651,6,-0.38202561637963833,-0.061070911665123996,-0.15219648404127448
STD01840,0.610064729174525,3,8,-1.1828281616829932,-0.03270460931973557,3,-0.23866784420778303,0.8253086359648824,5,4,-1.7522469463161643,8,-0.30659385847573933,-0.03569548378718021,-0.2386678442077825
STD00690,1.4793593475270983,3,8,-0.17639389703302447,0.02806538026501275,5,0.44445590110763156,0.4308703611771339,3,6,-0.4720432393583496,4,0.13791471488653337,-0.06018351923135301,0.44445590110763133
STD02373,-0.25922988917804823,3,10,0.7371387431877165,-1.4911843593536955,5,-0.08301939590806853,0.2964528485399685,3,6,-0.4720432393583496,6,0.042278021829801164,-0.020259459144592602,-0.08301939590806807
STD02345,2.348653965879672,3,10,-0.023769799756435558,0.9645465018145962,5,-1.5616796547553584,-0.2401154191182253,3,8,0.8081604675994651,6,-1.591627734195759,0.11586297147073973,-1.5616796547553589
STD01863,0.1754174199982383,5,8,-0.023769799756435558,-1.9763054727909177,5,0.003451964258439966,1.11177218748671,3,8,-0.4720432393583496,6,-0.4210884910084448,-0.6823042162545467,0.00345196425843996
STD01205,-1.5631718167069084,3,11,0.6995357047282672,-2.1726392852954888,5,0.44445590110763156,-1.3826642765341317,5,6,0.8081604675994651,8,-0.23385609192554863,-0.05364210748851793,0.44445590110763133
STD00029,0.610064729174525,3,8,-0.9461502137323411,0.486697011062728,3,1.4215822709891746,7.325100392278353e-05,5,4,-0.4720432393583496,4,-0.10050351991686793,-0.025904522147270737,1.4215822709891748
STD00884,1.0447120383508117,3,11,-0.023769799756435558,0.7339321823647821,3,-1.4146783424722944,-0.7160856278006476,3,8,-0.4720432393583496,6,-0.07895158908718064,0.3968802698385667,-1.4146783424722948
STD01169,1.0447120383508117,5,11,-1.5588585462774873,0.39424352263465007,5,-0.7661431412234831,0.005582165456266049,3,6,-1.7522469463161643,6,-0.8426981378641742,-0.025953690123129522,-0.7661431412234834
STD00715,-0.25922988917804823,5,8,1.659519157163622,0.12207707355423897,5,-0.7488488691901811,0.06287487576063126,3,4,0.8081604675994651,6,0.9757460258905719,-0.025371727051168032,-0.748848869190181
STD02187,0.1754174199982383,5,8,-2.6463052393731816,0.296596018002747,3,-1.406031206455643,0.2810278880734085,5,6,0.8081604675994651,6,-0.09646253288630173,-0.0273937857016913,-1.4060312064556428
STD02027,-0.25922988917804823,5,4,-0.023769799756435558,-1.2377163686070534,5,-2.495570344553647,-1.866346965449834,3,6,0.8081604675994651,6,-0.5504000759865593,1.0760054075608152,-2.4955703445536472
STD00507,-1.5631718167069084,3,10,-0.3577732590138981,0.10441741846123496,5,-0.5672590128405139,-0.18943340615667098,5,8,-0.4720432393583496,4,-1.0514824677767558,-0.018472773795912358,-0.5672590128405138
STD00988,-0.6938771983543349,3,10,-0.38431658027939153,-0.8377771209125554,5,-1.1898528060393727,0.01880356014188865,3,6,0.8081604675994651,6,-1.8286989733223042,-0.02659007669903674,-1.1898528060393732
STD00459,1.0447120383508117,3,11,-0.023769799756435558,1.056999990242675,3,2.4851800010372256,2.192621203036377,3,6,-0.4720432393583496,4,0.028808065061248268,-1.320447664631487,2.4851800010372265
STD01738,-0.25922988917804823,3,10,-0.5944512069645499,-0.8658248084132089,5,-1.838388007288184,-0.5563271086827046,3,8,-0.4720432393583496,6,-2.2462676331474674,-0.01276956252935517,-1.8383880072881846
STD00697,1.4793593475270983,3,8,-0.11445948074687226,0.5344819601379156,5,-0.7574960052068318,0.2689082762782543,3,4,-0.4720432393583496,6,-0.6433427776895813,-0.058874366155984674,-0.7574960052068315
STD01915,0.610064729174525,3,8,0.4849771911655263,-1.0393049496209512,3,0.15910041255815446,-0.9276279427706122,3,6,0.8081604675994651,8,-0.637954794982159,-0.05274645193826314,0.15910041255815444
STD00105,-0.6938771983543349,5,10,-0.09234004635896097,-0.11892527830322447,5,-1.241735622139278,0.18517277660264236,3,6,0.8081604675994651,8,-1.2158159403531124,-0.05404614185768169,-1.2417356221392781
STD01248,-0.25922988917804823,3,8,-0.023769799756435558,0.02806538026501275,5,0.8941069739734737,-0.3040188267654022,3,6,0.8081604675994651,6,0.12983274082540086,0.1535921457886423,0.8941069739734739
STD01731,-1.5631718167069084,3,9,0.5778788155947543,1.308390374507788,5,-0.32513920437429095,-0.24452255068009948,3,6,-0.4720432393583496,4,1.0646477405630257,-0.03184171944941401,-0.32513920437429056
STD00742,-0.25922988917804823,5,9,1.1198049580985838,1.2460621800618912,5,0.8681655659235218,-0.47589695767849927,3,7,0.8081604675994651,6,0.6309151326155974,-0.03186759650986576,0.8681655659235219
STD01159,0.1754174199982383,5,9,-0.19187750110456248,-0.2061847505274789,3,0.945989790073379,1.5987602250738178,3,4,-0.4720432393583496,6,1.0646477405630257,-0.14283670378383673,0.9459897900733787
STD00140,1.0447120383508117,3,10,-0.18524167078818887,0.017157946236980647,3,-0.12625507599132252,1.3762000811991673,3,8,-0.4720432393583496,6,-0.4399464304844201,-0.1301643900820256,-0.1262550759913225
STD01382,-0.25922988917804823,3,8,-0.8554605327419044,0.20518133281543297,3,0.003451964258439966,0.09703014536515717,3,4,0.8081604675994651,4,0.5527893833579863,-0.027495224683258466,0.00345196425843996
STD00662,-0.6938771983543349,5,10,-1.0478996119167336,0.08779656660899576,3,-0.022489443791512534,-0.014249926572168054,5,4,0.8081604675994651,6,0.17697758951533796,-0.025712594610087625,-0.022489443791512048
STD02088,0.1754174199982383,5,11,-0.6165706413524612,-1.5618229797257104,3,-0.38566915649084693,-1.452076598633652,5,6,0.8081604675994651,4,-0.21499815244957343,0.00714763189603255,-0.38566915649084654
STD02325,0.1754174199982383,5,8,-0.7006244920265245,-0.49393324821936374,5,0.003451964258439966,-0.33486874769852226,3,4,0.8081604675994651,4,-0.13552540751510633,-0.01919582091384591,0.00345196425843996
STD01867,0.610064729174525,3,10,-0.9704815915590436,-0.5230197389607819,3,0.003451964258439966,7.325100392278353e-05,3,4,0.8081604675994651,6,-1.3922723740211642,-0.02590449490698262,0.00345196425843996
STD00763,-0.25922988917804823,3,10,-0.9019113449565184,-0.11788647506245976,3,0.3925730850077269,0.16534068457420817,3,8,0.8081604675994651,6,-0.9989496363793965,-0.02847616846924195,0.3925730850077265
STD00056,-1.1285245075306216,5,6,-0.023769799756435558,-0.25916371580649,3,-0.8872030454565943,-0.4340292078406934,5,6,0.8081604675994651,6,-0.699916596117505,0.2303515004354098,-0.8872030454565939
STD00775,1.4793593475270983,3,8,0.6464490621972798,0.22076338142690677,5,0.35798454094112364,1.5315514687552352,3,4,-0.4720432393583496,6,1.0646477405630257,0.0073453733482925394,0.35798454094112325
STD02205,0.1754174199982383,5,8,0.6619326662688179,0.09818459901664515,5,1.949057568004874,-1.5104710918284856,5,4,0.8081604675994651,6,0.8208415230522038,-0.05792757083831151,1.9490575680048743
STD01637,-1.1285245075306216,5,10,-0.008286195684897857,0.3007512309658066,3,-0.9909686776564044,0.3096742432255911,3,6,0.8081604675994651,6,-1.0582174461610343,-0.5503831631870056,-0.9909686776564043
STD00590,-1.1285245075306216,3,8,-0.784678342700588,0.3194496892995753,5,1.2745809587061108,-0.7832943841192301,3,6,-0.4720432393583496,4,-0.8413511421873201,-0.011894273773644354,1.2745809587061108
STD02485,-1.5631718167069084,5,10,-1.7756290032790187,1.8859649763730884,5,-0.44619910860740286,-0.7854979499001669,3,6,0.8081604675994651,6,-2.6032214875141406,-0.01969515083102443,-0.44619910860740264
STD01209,-0.6938771983543349,3,10,1.24809767754847,0.4794253883773742,3,-1.3627955263723892,0.765812359879579,5,6,-1.7522469463161643,4,1.0646477405630257,-0.01729245519631379,-1.3627955263723892
STD02391,-0.6938771983543349,5,8,-0.6209945282300436,-1.0559258014731907,3,0.003451964258439966,0.16864603324561406,3,6,-0.4720432393583496,4,-0.33892175472026753,-0.029714683238727297,0.00345196425843996
STD00243,1.4793593475270983,5,10,1.6727908177963684,0.7453590180131963,5,-1.8210937352548824,1.3354341142518296,3,6,-0.4720432393583496,6,0.700958907812076,-0.014699782960216614,-1.821093735254883
STD00424,1.4793593475270983,5,11,-0.44403905312675224,1.4008438629358666,3,-0.31649206835764027,0.15652642145045986,3,6,-0.4720432393583496,6,0.8019835835762286,-0.030850474196466537,-0.31649206835764015
STD00619,0.1754174199982383,3,8,-1.2890014467449677,0.08779656660899576,5,-1.0342043577396582,-0.8152460879428186,3,8,-0.4720432393583496,6,-3.0894869268589282,-0.017027500392887862,-1.034204357739658
STD00334,1.4793593475270983,5,11,-0.76919473862905,-0.8606307922093838,5,0.34933740492447224,-1.1832415733593202,3,6,0.8081604675994651,6,-0.515378188388321,-0.004315261038965238,0.3493374049244721
STD01475,0.610064729174525,5,9,-1.8508350801979174,1.196199624505176,5,-1.1033814458728648,-2.1946782668094675,3,6,-0.4720432393583496,6,-2.170835875243567,-0.009262338827696361,-1.1033814458728652
STD01197,0.610064729174525,3,4,1.2149185259666029,0.3485361800409934,3,-0.37702202047419625,-0.6092126874251956,5,6,-1.7522469463161643,4,1.0646477405630257,-0.03294064694121278,-0.37702202047419614
STD00380,-0.6938771983543349,5,8,-0.023769799756435558,0.16051279346254105,3,1.1881095985396013,0.9310797934498645,3,4,0.8081604675994651,4,0.16350763274678506,-0.5756217233556495,1.1881095985396013
STD01750,-0.6938771983543349,5,10,-0.6475378494955373,-2.5260920879657554,3,0.971931198123331,-0.9044905020707722,5,4,0.8081604675994651,6,-0.07356360637976024,-0.006300655963323241,0.9719311981233307
STD00723,-0.6938771983543349,3,10,-0.045889234144347264,0.6383622842144085,5,-0.35972774844089417,0.45290601898650484,5,8,0.8081604675994651,6,-0.42378248236215504,-0.16441182823633088,-0.3597277484408938
STD00885,-0.6938771983543349,3,8,-0.023769799756435558,-1.1660389449942732,5,-0.8612616374066416,-2.097721372448234,3,6,0.8081604675994651,6,-2.235491667732625,1.2126110387118423,-0.861261637406642
STD00721,-1.1285245075306216,5,8,1.3299395847837416,1.8101323397972484,5,-0.013842307774861935,-0.7568515947479842,3,6,0.8081604675994651,6,1.0646477405630257,-0.033889956389434636,-0.013842307774861647
STD01300,-0.25922988917804823,5,10,-1.1850401051217843,1.4340855666403436,5,0.003451964258439966,0.18296921082170567,3,4,-0.4720432393583496,6,-1.4865620714010401,-0.02807026031899506,0.00345196425843996
STD01858,0.610064729174525,5,8,-0.023769799756435558,-0.4253722343288787,5,2.485180001037224,0.007785731237202749,3,1,-3.0324506532739792,4,-0.8413511421873201,-0.030500204762503508,2.4851800010372247
STD01735,0.1754174199982383,3,10,-0.5568481685051005,0.9406540272770024,5,1.0238140142232364,-1.897196886382954,5,6,-0.4720432393583496,6,-0.25810201410894434,0.021910491371425547,1.0238140142232364
STD00974,-1.1285245075306216,3,11,-1.2978492205001324,1.8371412240571356,5,1.3351109108226653,-1.334185829353515,3,4,-1.7522469463161643,6,0.3251471139694296,-0.01147660645957675,1.3351109108226653
STD02039,1.0447120383508117,5,11,0.16645733597960227,0.4056703582830642,3,-1.7692109191549774,-1.323168000448829,3,6,0.8081604675994651,4,0.25510333877294905,-0.13745890200774677,-1.7692109191549774
STD00057,0.1754174199982383,3,8,-0.3533493721363155,0.2581602980944442,5,0.11586473247490058,0.7988658465936357,3,6,-0.4720432393583496,6,-0.5988919203533525,-0.057631847699150744,0.1158647324749
STD00959,-1.5631718167069084,5,10,-0.017133969440062256,0.02806538026501275,3,1.8020562557218105,1.7232616916967656,3,6,-1.7522469463161643,6,0.2806962566332027,-1.437374737159559,1.8020562557218103
STD01535,1.4793593475270983,5,8,0.8411000848108998,-0.5863867366474425,5,2.4851800010372256,-0.21918154419932198,3,8,0.8081604675994651,4,-0.46553934834467176,-0.02956052112608349,2.4851800010372265
STD01876,1.0447120383508117,5,8,-0.14763863232873947,0.9936329925560142,5,0.003451964258439966,-1.4807229537858346,3,4,0.8081604675994651,6,0.26453230851093756,0.11484792503988552,0.00345196425843996
STD00559,-1.1285245075306216,3,10,-0.8156455508436639,0.18232766151860466,5,0.46175017314093275,0.07499448755578547,3,6,0.8081604675994651,6,-1.3909253783443096,-0.02719378311778755,0.4617501731409329
STD01633,-0.6938771983543349,5,11,-0.5413645644335625,-0.4461482991441769,5,-1.2503827581559286,7.325100392278353e-05,3,8,-0.4720432393583496,6,-1.6913054142830553,-0.025905334542899703,-1.2503827581559284
STD01257,0.610064729174525,5,8,0.33456503732772885,-0.3651216463645131,3,0.003451964258439966,-2.57713465266337,5,6,0.8081604675994651,4,0.16216063706992898,-0.13400584233374366,0.00345196425843996
STD00484,-1.1285245075306216,3,11,0.49382496492069106,1.0611552032057339,3,0.6346928934739493,7.325100392278353e-05,3,8,0.8081604675994651,4,0.7992895922225184,-0.025901353935081566,0.634692893473949
STD00803,0.610064729174525,5,8,0.7747417816471659,-0.6165120306296253,3,-0.45484624462405354,0.24577083557841417,3,4,0.8081604675994651,0,1.0646477405630257,-0.021451466199674783,-0.45484624462405304
STD00786,-0.6938771983543349,5,11,0.002773521509057846,0.14181433512877237,3,0.8854598379568231,-1.2339235863208746,5,6,-0.4720432393583496,6,0.6888359467203773,-6.269510080896247,0.8854598379568235
STD01227,-0.25922988917804823,5,8,-0.2604477477070876,1.3031963583039636,3,-0.7834374132567844,-0.7656658578717327,3,4,0.8081604675994651,6,-0.008907813890702035,0.01535354888784508,-0.7834374132567842
STD00003,-0.25922988917804823,3,8,0.09125125906070357,0.6767980041227113,3,-0.10896080395802042,-0.3811436290982016,5,8,-0.4720432393583496,4,-0.05335867122692894,-0.08452111298021787,-0.10896080395802009
STD00893,-0.6938771983543349,3,8,-0.023769799756435558,-0.7796041394297192,5,0.7471056616904099,7.325100392278353e-05,3,6,0.8081604675994651,6,0.6888359467203773,-0.02594668372413592,0.7471056616904098
STD01761,-0.25922988917804823,5,10,-1.1894639919993664,1.3156619971931416,5,0.764399933723712,0.9431994052450184,3,6,0.8081604675994651,6,-0.8952309692615337,-0.03703179202529056,0.7643999337237122
STD01831,-0.6938771983543349,3,8,-2.021154724984836,0.34334216383716837,5,-0.38566915649084693,-0.6158233847680072,3,6,-0.4720432393583496,6,-2.5224017469028177,-0.021627458037455333,-0.38566915649084654
STD00834,1.4793593475270983,3,8,-0.023769799756435558,0.02806538026501275,3,0.6865757095738547,1.5822334817167885,5,6,-0.4720432393583496,6,0.6888359467203773,-0.9600689995949682,0.6865757095738546
STD01328,-1.5631718167069084,5,8,0.013833238703013747,0.02806538026501275,3,2.4851800010372256,1.0754133521012474,3,4,0.8081604675994651,4,1.0646477405630257,1.0651106555051266,2.4851800010372265
STD01504,-1.1285245075306216,5,8,-0.23169248300280298,-1.809058151027764,3,0.003451964258439966,-0.3029170438749338,5,6,-1.7522469463161643,6,0.09211686187345036,-0.007555357850554586,0.00345196425843996
STD00810,1.0447120383508117,3,9,1.5931608539998876,0.10441741846123496,5,0.5482215333074415,0.10804797426984297,5,6,-1.7522469463161643,4,1.0646477405630257,-0.024951657319012697,0.5482215333074411
STD00730,-0.6938771983543349,5,10,-0.023769799756435558,0.06182648558987255,5,1.1275796464230454,0.3405241641587111,3,6,0.8081604675994651,6,-1.271042763104182,-0.22695211241779015,1.1275796464230452
STD01261,1.4793593475270983,5,10,-0.023769799756435558,-2.3222269519656384,5,1.0584025582898404,1.0599883916346873,3,4,0.8081604675994651,6,-0.7591844058991428,-0.6517305749969361,1.0584025582898404
STD01799,-0.25922988917804823,5,10,-2.2158057475984556,-0.08568357459874666,5,0.003451964258439966,-1.2713842045968062,3,6,0.8081604675994651,6,-2.235491667732625,-0.01785106172034338,0.00345196425843996
STD00290,0.610064729174525,5,11,-0.40643601466730284,1.1255610041331598,5,0.721164253640458,0.6578376366136595,3,6,0.8081604675994651,6,1.022890874580509,-0.04861804850811966,0.7211642536404578
STD01386,-0.6938771983543349,3,8,-1.8309275892487973,-0.9935976070272948,5,0.21098322865805977,1.3067877590996462,5,4,-0.4720432393583496,6,-1.684570435898779,-0.03591985953272289,0.21098322865805927
STD01962,1.0447120383508117,5,10,-0.3179582771156572,0.7495142309762551,3,-1.3541483903557383,-0.6070091216442589,3,6,0.8081604675994651,6,-0.3214108109211483,0.0008884875160575373,-1.3541483903557388
STD01218,1.0447120383508117,5,10,-0.6917767182713599,0.8637825874603982,3,1.1189325104063947,7.325100392278353e-05,3,8,-1.7522469463161643,6,-0.3712496509647956,-0.025904921666982883,1.1189325104063947
STD02490,-1.5631718167069084,5,10,-0.048101177583138366,-0.2820173871033183,3,0.25421890874131375,-0.6973553186626816,3,6,-0.4720432393583496,6,-0.41165952127045624,0.17755570956475367,0.25421890874131364
STD00060,-1.1285245075306216,5,10,-0.023769799756435558,0.02806538026501275,3,-0.7402017331735306,1.5249407714124232,5,6,-0.4720432393583496,6,1.0646477405630257,-0.9262428433099522,-0.7402017331735307
